tid,survivors,spans,dropped,feasible,recon_ns
010c60d79f4191e9,1018,1268,250,1,19794997
01257410d987af69,982,1281,299,1,20021591
013529bb453f7984,975,1296,321,1,19106536
01454aa67fe0e924,639,908,269,1,12705981
00a020460b415ab5,7125,9259,2134,1,177772405
00e0f7c31547d01c,5506,7233,1727,1,123844160
01609d180e534022,12,14,2,1,200653
01615057f1ab0e47,105,143,38,1,1572606
016dbd7ed735250f,40,49,9,1,602660
01810e792fcaa403,89,120,31,1,2815614
01834cc02fd93cb2,41,58,17,1,1309973
016cc14ed846794f,211,229,18,1,4248990
016e230fbfb6ad29,581,718,137,1,14156805
0182a15f9215cf30,735,940,205,1,14323783
017324a3b2aeeeed,772,1025,253,1,20584608
0173f58ec2adb533,826,1082,256,1,27214338
017c8319dbe3065c,948,1221,273,1,25854537
019b6b063f02e324,183,247,64,1,2039195
00014a31eb82ff66,17130,22743,5613,1,754047598
018bfa845704c4c3,907,1177,270,1,15962882
01ab60dfaf3d7c12,6,8,2,1,155758
01ac8d311d27fb08,86,111,25,1,1231116
01a4b800896f41bb,81,104,23,1,1443339
01b0b43c4abd88af,161,219,58,1,2276804
01b8bd9209893a6f,7,11,4,1,178916
016b36a6fbb1f800,2561,3300,739,1,63436707
019cd80116f1aeda,1121,1440,319,1,24802302
01b7b038ac1172a0,388,468,80,1,8190989
015a71b62d1247f4,3993,5344,1351,1,101640824
01a1ab5ead8d6dfc,1339,1714,375,1,23847718
01a3b99d0b8d0540,1334,1631,297,1,26597272
01c795a22248e2db,292,345,53,1,3107540
00fc6e68b1e3855c,7075,9226,2151,1,177079714
01d79546f7f6ac1f,95,130,35,1,1380449
01dbec9e0db73ebe,47,57,10,1,525409
018a61bd43a4853f,2770,3932,1162,1,76018617
01d5641f07ef51a6,323,351,28,1,3936824
01e1f59bfef4904e,29,38,9,1,988054
01e5ac10f25efc8b,326,373,47,1,3779639
01df63527d4a89cb,738,961,223,1,16638808
01ef7bc42feecea4,34,41,7,1,366776
01f2b4220f063524,115,143,28,1,2254831
01f4a0fa6b522ec9,494,621,127,1,9015329
01f96ed95dcbb819,127,160,33,1,3930377
01fb958d3907fdac,277,327,50,1,2194122
02012f7fef433512,3,3,0,0,50100
01ed5474f3ce600e,593,839,246,1,13547959
01eab8aef53cb68e,1344,1733,389,1,22278060
0161364788d75f41,5029,7222,2193,1,153155937
020357bfad1b42ca,214,284,70,1,4683693
020703108b0cdc7a,404,483,79,1,4794975
0200eb7a2dd185d6,790,1037,247,1,19070561
02006681cc3161f7,898,1193,295,1,20777825
0222fbe8e0b0cb55,239,322,83,1,2564920
02188c73318e01fa,1303,1682,379,1,27644902
02321875096756d5,195,201,6,1,2503147
022b574215d7044f,941,1156,215,1,11692117
022abf74b3ef2def,792,1015,223,1,14517532
023a964b63654e07,254,283,29,1,4206144
0245c93c6a22728c,757,1153,396,1,5240898
024d2d9e7ff85347,101,131,30,1,3492234
0233e36282e23a43,1480,2051,571,1,41161496
024b616fe8c74748,878,1133,255,1,20154885
025e0976b7fe77be,30,40,10,1,490075
024f9954c1ae0105,903,1231,328,1,24111188
0266abc152fb81c3,444,578,134,1,9367512
02748be1805b8c1f,299,442,143,1,5811586
0272039a610aee1a,765,976,211,1,12745664
027d6c844b61ebaa,552,696,144,1,11279913
02906830c158e7e4,288,330,42,1,2642934
0284c85fa83d9ff2,1045,1374,329,1,19395003
02988601ef4f9e1e,290,331,41,1,2697516
02a82604f2219aa7,403,500,97,1,7470473
02afda907710f6a6,116,153,37,1,1696716
02a604ab954c492c,479,651,172,1,10875151
02b00c959c975643,224,237,13,1,3250657
0299bf14795f653d,1051,1513,462,1,19087935
02a19cdd7ae8f344,1062,1423,361,1,18167673
02bd476bc1cd3ac7,42,51,9,1,532251
02bea50a5ebeabd2,266,351,85,1,4004060
02c0ca83b4a8ed23,1074,1315,241,1,14533465
02c14d31d3abf28c,1161,1586,425,1,14313577
02c8d8d5115c6483,764,1029,265,1,14312858
02cfb8d5c594745a,228,254,26,1,3451820
02d32d46513600c6,93,119,26,1,3577187
02e0e8b5e16d1e24,19,24,5,1,310934
02d7c295c43eb1dd,803,1081,278,1,18315193
02ef8b0d946199ea,301,358,57,1,9655047
02f8414b0fc3f1f3,278,313,35,1,2953536
02fce5f64259a3cb,1056,1339,283,1,12321675
030795e389348bb1,5,6,1,1,133937
0310ec60920fc721,586,767,181,1,5600815
030c14c9f14a935e,480,632,152,1,7551959
0306502f658412dd,482,596,114,1,9100858
0319cb4832e6126e,124,164,40,1,2026685
031748bb75953fea,922,1350,428,1,9478657
0317bb1664d83a41,810,1038,228,1,17412890
02fe27c822901e15,1864,2469,605,1,35578333
0324af1e60b4730e,28,31,3,1,370643
034237054f15ac8f,84,119,35,1,1850979
03210f89fb821f59,304,353,49,1,5582720
031e92fc85a0ac3f,717,930,213,1,22466238
03481e2c6031e06f,466,567,101,1,12985810
0335833dfb09bb66,786,1020,234,1,21487119
032345f341418462,1093,1453,360,1,24138212
033123921259e6f4,1049,1387,338,1,31810104
032c3c669f2f2501,1382,1820,438,1,31582312
03536d060da361a7,36,48,12,1,1496055
03219abc5856d32d,1673,2091,418,1,40547178
0363192bb3901485,124,158,34,1,4376943
0359b9856180887b,358,446,88,1,10029992
0364bf5e1274d36d,39,49,10,1,939325
03693ad5aba3d693,253,279,26,1,2184278
035df23a046d37e1,986,1362,376,1,21196180
03657925055a1b51,787,1019,232,1,11837914
036376ecfa95b66c,677,899,222,1,11948261
036e2cc09145e377,182,243,61,1,7739131
035d813ed70de860,1271,1501,230,1,32888249
037bec7057268a08,32,40,8,1,650633
0379120618c19fe1,1055,1349,294,1,23545428
038aab01bcd92da3,3,3,0,0,109972
038ca85f0fc6eea4,18,25,7,1,316273
0385e9d8ff57aea3,25,38,13,1,469090
03872d9a41086d60,41,52,11,1,780227
038198a9cc752e89,80,111,31,1,1384297
038f43f9edc937bc,250,274,24,1,2474416
037e926fb8428eab,284,335,51,1,4968472
0395bc4151c81a80,342,459,117,1,7955545
03a0a32def709ffc,260,290,30,1,2491676
0353533fe5a115b2,4018,5401,1383,1,118442164
0389d69fea1affb7,771,1003,232,1,18514401
039fe231c11ad077,460,633,173,1,12625934
03ae563ffde23a34,33,47,14,1,659644
03ac91efd908164f,258,302,44,1,2354900
03a86640ddf83cd0,911,1201,290,1,17740120
03bf46fa47264b5e,329,399,70,1,6322797
03b43abd6b1660ac,770,996,226,1,23248416
03b23325cddd5bdb,1170,1477,307,1,25396371
03d1fe03add0a18a,263,283,20,1,5061376
03cff3f2c14c8ec0,409,541,132,1,10336977
03c12555015f7cad,887,1179,292,1,20007731
03de22a3ba5e54bd,511,620,109,1,12153152
03e1da3ca77a9cbd,92,129,37,1,2308055
03e1e1307e30747c,333,402,69,1,3436592
03c93b96ce03475a,962,1319,357,1,29386770
03bfe8d413f821c7,1718,2264,546,1,40906833
03e06a6c00f6c4c5,500,556,56,1,12365527
03efa93216b98202,7,7,0,0,112538
03e4bcfc64b72b70,41,51,10,1,992900
03e7044d748275da,211,224,13,1,1710807
03eddfb6a7829674,222,236,14,1,2237154
03f0ddb34c5756a7,267,375,108,1,3578072
03f7db3d9bd7d429,122,168,46,1,1486402
03f7d1fae43b4dfd,201,217,16,1,3820099
03fac6038433ae93,180,216,36,1,1912648
0379edc45b24a6f4,4593,6044,1451,1,129095159
03e26f0f4678fecd,1203,1558,355,1,21334307
030ddab5988ba5ff,9873,13049,3176,1,351267854
0400f9eead61dc66,1204,1597,393,1,26561352
0400281fae8157f3,1143,1446,303,1,27791595
042448c99c149aaa,3,6,3,1,130443
041e1d262ec71041,722,919,197,1,12418584
04151a7986de7456,1241,1615,374,1,23850241
044618d7c2a1e14d,63,95,32,1,1737514
0462e9ae05a84991,208,216,8,1,4608723
045f58011b7e9ea6,160,221,61,1,5563637
04723b3bad51d9b9,90,118,28,1,4329768
045fe68ace34d83c,623,850,227,1,18310232
046090784180764c,715,907,192,1,19991926
04350ab66059e2c1,447,635,188,1,22412572
049d5cae034f2026,33,48,15,1,786386
043dab38306c26fc,659,852,193,1,22065033
0489e9bfd688b5d7,356,421,65,1,4195349
0479cd5be053cd0a,821,1080,259,1,21546353
0480442f08adbaa2,764,985,221,1,18458423
04b627edaa57c8f8,203,214,11,1,1173079
046727066056a4fc,1006,1325,319,1,27918275
04bc9fd1f79461f0,2,3,1,1,34389
04c1022129245ab1,42,52,10,1,1530399
044e4c0a7cb1ea73,928,1166,238,1,35380086
043e9d0c12960b1c,1238,1606,368,1,30517569
044228b51fc296b3,1207,1519,312,1,34449793
04acc29421891bd4,494,626,132,1,18528016
04dbded9af51d01b,90,129,39,1,3995624
04c8345be8eaa561,305,366,61,1,6751169
04b60d4db9b4f3db,627,803,176,1,13375535
04dea4563b19104f,120,152,32,1,3073036
04b376edc39009be,781,1004,223,1,20586807
0482000c48444785,1439,1834,395,1,27853939
04a2d1acd6e84f28,879,1109,230,1,27769962
04e9886b9c3ebcdb,435,510,75,1,3887711
0504bf6eb78145e1,26,31,5,1,745124
04ff6fcdd6bd4e2e,213,228,15,1,3341439
04c631698e9cbaf2,892,1137,245,1,25468182
05050897079ac83c,411,605,194,1,17157582
04e69ba71eb0e3fc,639,823,184,1,25085305
04ee1c755d1e0d62,845,1142,297,1,23282584
0513a0c867147786,90,120,30,1,1924098
054f17f5dfe8c4fc,201,209,8,1,2024039
04d6292af5a5aaee,1299,1687,388,1,35990724
051060d48b10a006,754,968,214,1,15438856
053090d84040d697,309,437,128,1,7119930
04d9deec9ebddefa,1034,1348,314,1,38677423
0535133088700e35,495,693,198,1,8963122
04f081fafe977046,1342,1715,373,1,32364597
0565f5c53ba2024b,253,289,36,1,3040582
0505e6792deb4a51,940,1204,264,1,29892031
0553fcfc9700b5e3,479,609,130,1,9321649
0587937a747af9c6,6,9,3,1,314012
0578b3cba3b04c9b,45,57,12,1,1370426
0580b9dc88e99ba7,95,131,36,1,2454658
04dd66bf0cf6efe9,1502,1977,475,1,48029683
058ae5eec165d98b,333,371,38,1,7271122
058e6a85c84d39ee,197,206,9,1,880093
05a74d890cc669d4,108,149,41,1,1239013
05b1428593c0c001,182,187,5,1,686665
05b3297b89b82bd1,255,284,29,1,1490620
05b44bc71ed68997,99,134,35,1,972064
056070d83e494a67,758,987,229,1,22621483
0557d9d3a1fc2441,958,1209,251,1,26060827
05c588a433f92404,83,131,48,1,1656202
056bf8a1fbab988e,804,1064,260,1,23830724
05b69632d113ba94,785,1047,262,1,14910811
058977d52ab0b941,1294,1706,412,1,31248349
0587466a3667668b,834,1161,327,1,34994737
05bacd4233f30140,757,956,199,1,18961160
056d04a67145a78a,1399,1939,540,1,36667987
05f54bb2189d7f76,288,327,39,1,2538500
05ec69f91a15d361,518,649,131,1,8542685
05de053a309a051b,796,1042,246,1,21607345
06058c6b4d26c337,85,107,22,1,1286826
0615d4f752e61cab,95,132,37,1,2854664
05d77c9b5b59ab31,1173,1569,396,1,23549417
061dd5b34a8e31d5,107,146,39,1,2985161
0608a3732632ad0c,262,366,104,1,12259993
0621e3f743dacb1b,5,7,2,1,91257
05f983d5dbc5977b,771,983,212,1,18138922
0557b75a7740e1b3,2199,2891,692,1,65236855
0601562efbc4c86e,844,1116,272,1,19616879
05dd0072ab03f9c3,1428,1794,366,1,31984934
05f4f9da824d436a,1425,1873,448,1,27704480
061b699a5803378e,814,1070,256,1,18438071
062aac4df142dac9,792,1002,210,1,12116716
05008ed4de73f058,3334,4480,1146,1,102375968
06251c88be1da965,885,1172,287,1,17008838
063088cfad1fc27b,821,1092,271,1,19343175
061f9733b0c74fff,1041,1420,379,1,24458251
065aae01d3b5f50f,265,281,16,1,1260450
065a35aea4793509,256,280,24,1,2222971
0640565ee9de6b05,677,964,287,1,15824692
066ef074c721cabd,222,242,20,1,2239128
065fdeafa3e11c18,551,814,263,1,3554250
0663e2c40b37b4be,274,333,59,1,2908963
0680ea53ba287dad,311,367,56,1,3459501
064d93eed6ea0711,777,1048,271,1,13150751
063a9286d139ee53,1061,1392,331,1,26308535
0682c59941bb4cc2,100,134,34,1,2144609
063660692d298a87,1517,2191,674,1,32964097
064b0d93ac295e8e,1056,1388,332,1,26554647
068904d57fbdee97,471,541,70,1,7178219
069c2d0e3408cf06,3,7,4,1,97293
06452b3f301d3c76,1197,1727,530,1,32175811
042edeeecd37c036,3743,5184,1441,1,186059515
067314498d229618,852,1086,234,1,20148138
0687171e6f150a5a,385,467,82,1,5371417
067941fca8df28ce,919,1204,285,1,18082320
06913a8836dbd0c7,594,756,162,1,11925471
069d60e3f0d84aab,180,218,38,1,2367052
0672b8268659f5c2,1157,1671,514,1,28743735
06a2457727b864cc,2,3,1,1,72617
06af2214ac8031d3,100,141,41,1,1144633
059b86b9f51291d7,3839,5431,1592,1,120119082
06b885f1ba0742e0,96,129,33,1,3195482
06c403e49d6a8690,191,197,6,1,2349301
06c23ca0b1ba5f74,437,590,153,1,11353257
06d3745d74a257ea,134,187,53,1,2022643
06d6d0ec4b1619d2,140,186,46,1,2466964
069c2af1d84b3f92,2485,3413,928,1,48095423
06e4485bc9098fa7,260,280,20,1,2237561
06af6b65779461ea,885,1236,351,1,22296708
06c672e850d19b61,946,1196,250,1,22785003
06e60d69b597b4c7,315,392,77,1,5671025
06d5f6b420247cef,1099,1432,333,1,21707703
06cdef8a2c8755b2,1143,1464,321,1,23145687
06bc7f9bc6dff178,1415,1773,358,1,39396689
06cc31bc7efadb4f,1773,2350,577,1,33964972
06b409fc5ed37459,2479,3313,834,1,54814213
06a5d46c9795ba43,3616,4960,1344,1,90914282
06e24cefa69e2868,4751,5660,909,1,104189514
070275ad2bc8e8dd,270,300,30,1,2329210
0700f89c6c393b72,298,346,48,1,3062307
0707c3c410d3248f,267,305,38,1,2891974
070e850744bafc0d,323,395,72,1,4024461
07228b07a81421fc,83,119,36,1,1521764
0729a0742205dcd2,60,90,30,1,982489
07110129a9dd8914,353,471,118,1,5629757
071d0967ec7c42bd,503,614,111,1,7457098
073ae951e50d4683,114,153,39,1,1766822
072b960bf4a1695a,222,316,94,1,7524349
074a298354df2282,200,211,11,1,2389561
06ff692f88daab3e,1092,1421,329,1,24838311
06ecb5cfcc72705d,1209,1538,329,1,31089883
06f323275ad09e1a,1146,1538,392,1,32696217
074686afb31ec11c,1029,1371,342,1,23497646
071d1c8e1b39447c,1300,1651,351,1,32944871
0756785feda5d08b,43,53,10,1,466078
0751038591078925,251,286,35,1,3009847
0764cc281b3804a7,86,113,27,1,818795
0759a52356bf47d1,269,294,25,1,1589072
076b5bbaf7fb3135,5,6,1,1,38722
076684ed03918d80,91,120,29,1,1833426
076d4ecb544785d0,183,187,4,1,633188
072566100b7876cf,968,1270,302,1,33784224
0754734bf1bb92e0,455,516,61,1,4007870
078014e786d4de00,31,40,9,1,362379
0788d5abb06c446c,70,106,36,1,572581
0777d10eb19b4ad1,108,167,59,1,2094785
0795f585e95235b1,204,208,4,1,843319
073a7333e8322d87,807,1031,224,1,17021929
07b08ef53a50e99d,27,48,21,1,523553
072df85b46f5163b,1902,2485,583,1,35918141
07be8dc784bbe71b,40,53,13,1,525142
07c5b4f959b114c8,7,9,2,1,112660
074ddee38538aeec,802,1029,227,1,15385324
07234dad01719ded,1495,1966,471,1,40193749
07c795a3fe06aaac,121,152,31,1,1777027
0769e51998103ed5,911,1212,301,1,10201906
077b8657bf06fde4,929,1235,306,1,8818145
079d4b1b6cf3c1f3,602,739,137,1,7414023
078ed3d8c709b292,756,977,221,1,12967308
07a96fbf73de6c42,856,1130,274,1,12053061
07d752f71c7abf18,188,195,7,1,2331245
07d0f41d1ce2ebe2,982,1278,296,1,15393805
07df464b708d487d,325,390,65,1,3355729
07c76d2aaf3daf79,1314,1700,386,1,28541036
07e20b5eb2413149,424,582,158,1,3884028
074578cb9e648b41,3154,4433,1279,1,71471864
07f8ffb7775e90ea,104,130,26,1,968124
07f0c84669f40362,348,424,76,1,4675763
0815b0f652851e90,160,184,24,1,2316120
07e8a4fa883b4586,1769,2328,559,1,33102354
08216bad1ef4993b,192,199,7,1,1868264
080a03a90463b209,941,1221,280,1,18793164
08154c752e0c63f5,793,1021,228,1,14276743
082bed7015ff44cc,208,223,15,1,1435572
082fa80c48fdcf94,5,6,1,1,80930
082ef324f5e0fc51,4,7,3,1,81679
0823480feb6b8539,573,777,204,1,12973744
082004a58a1d60d5,654,822,168,1,15023778
0832bb4d505eadaa,685,842,157,1,7904587
083f494c3ad18673,29,40,11,1,416480
07ebea1f67e859b2,2858,3626,768,1,57788517
08482c19b1f01499,496,593,97,1,5403870
085537555b18b35b,37,49,12,1,583489
085a1f4dbe3cf424,302,360,58,1,10229147
084fda6cf111978b,887,1269,382,1,21847128
0866fdf7991ca883,114,128,14,1,1022760
086cb25333e04dca,359,435,76,1,4988060
085ced019b5599e7,1365,1863,498,1,36169585
0870fb42337797b0,1224,1568,344,1,31128893
08702d1be3e512bd,1616,2158,542,1,34248703
087eda6cf53df686,749,927,178,1,14200247
088476a2575ac498,1135,1391,256,1,21874687
08a34bb3d095c52a,569,804,235,1,9896547
08ad13bd9db45daa,85,115,30,1,1106336
08a0df57688b7ea2,811,1025,214,1,11808236
08afb81b2f96f5ae,265,288,23,1,1978928
08bb5dea66bed96e,43,51,8,1,1108802
08bea0ac9117885a,193,208,15,1,1421536
08b0ad28d1d0f2bf,791,1021,230,1,15449293
08a76296ffb2d972,1397,1810,413,1,22438782
08bebded8820827a,261,290,29,1,2572182
08bd8c71aac13aaa,518,646,128,1,6614635
08c6f72981cd831b,33,42,9,1,368466
087907c00d8af695,3044,3890,846,1,68611028
08cb2f11c537a2ac,272,293,21,1,2145140
08cf16d1c82dae83,92,119,27,1,1406475
08d62918dfdc32e5,247,360,113,1,6630825
08c7283ceaf22b16,905,1158,253,1,17449301
08d93e68e862bfb4,499,597,98,1,6273357
08cf540e62d8f2cd,936,1242,306,1,21927329
08dd0be11fcfed3d,581,735,154,1,4331333
08efbb000c830d8c,307,338,31,1,4783739
08dd64f9a5bd4af1,1462,1855,393,1,21621391
08e8a1272c44c003,726,918,192,1,15919789
08fa9c01a286887b,16,24,8,1,1033602
08f32d67bfa6a9fc,913,1201,288,1,10760185
08f66267d85ba6c6,981,1266,285,1,15506971
090d081327b973bf,120,153,33,1,1275329
0909cbcc0f4f387d,233,279,46,1,4921129
