tid,survivors,spans,dropped,feasible,recon_ns
79f8a06457992652,96,132,36,1,2477760
79f976ec49cacda4,1336,1789,453,1,44128073
7a8e089c8c868bcb,1218,1724,506,1,33866944
7acae73fbb370883,347,412,65,1,7444640
7b30a6e34dd0daef,190,198,8,1,1887012
7b467f8ef24f1d6e,48,63,15,1,2214613
7b54260625c299b8,216,279,63,1,4678988
7bbc3d61a1cc0574,37,49,12,1,812123
7bc05f9a8edea2c3,85,110,25,1,1750268
7c0438f96427164b,317,361,44,1,6860387
7d2ca5ebfad094e3,415,596,181,1,12750574
7d76028cd3cbf133,116,165,49,1,4647866
7e23c2a49e20ec99,132,147,15,1,1628715
7e423613adbadac4,263,303,40,1,4882032
7e5112e40541ef41,187,257,70,1,8658219
7e7c33bcca739000,222,294,72,1,4856129
7ec0af45312caa56,206,268,62,1,6470468
7ecae36f73ce1cf0,219,326,107,1,8783210
7efb3ec7ecc819ac,395,522,127,1,9747512
7f36be495ddd1b44,265,294,29,1,5152170
7f715b6fec253754,299,352,53,1,8546635
7f4cc556773b1d81,1533,2089,556,1,59782471
7f5e21cb4f8b895a,1942,2608,666,1,69872959
7f88657b43eb5212,1887,2483,596,1,58211854
8000003cdd5f24d0,4,5,1,1,147684
80000043340ad70d,3,4,1,1,108375
800000511ed3f69d,3,3,0,0,81854
800000695f316ef5,2,3,1,1,84851
8000024afd53f78a,412,567,155,1,18721889
8000095841d5047b,227,320,93,1,9773038
80001ab6617ff34b,36,53,17,1,1982482
80001635b8105a83,425,600,175,1,14089809
800022c3a081b637,226,329,103,1,7628362
8000f93585c4da87,951,1212,261,1,22035300
800116ddf2080afa,383,548,165,1,9238078
8003ac939d8add32,443,563,120,1,10599163
8005299c0c7c0746,420,570,150,1,11954080
8008a22dbc120fda,83,121,38,1,2049713
800c91cb089760c2,251,321,70,1,5625663
8013a77762549b51,472,616,144,1,11078003
80258e65e7ae986c,1755,2319,564,1,51147528
804a1230d263c097,408,544,136,1,10278814
806d3abae348d6bf,268,291,23,1,6239183
80896eac11ea09b4,115,161,46,1,3688106
809047675222d5b0,277,298,21,1,6292769
807b9cdfea117a79,1350,1737,387,1,39446100
809bf2b0cb57891e,88,119,31,1,2426004
80c4ac4361092cfb,3,3,0,0,101133
80d950ac53e3974b,328,386,58,1,5025230
811b74b3f4581bd3,285,343,58,1,5253955
81730f50b606f4ee,202,273,71,1,4515249
818f62662f97ee5d,105,158,53,1,2670225
81a6a5fe85a22302,704,969,265,1,20918899
828e2bd5f783d845,4,7,3,1,163131
82b26cd983d10726,307,341,34,1,3896336
830d9b0f18aa98a7,273,372,99,1,6352003
8310b9f2ab2be829,396,451,55,1,6589474
830f2c5e0ed32415,749,1001,252,1,33812278
830b131645798c89,1051,1361,310,1,40219251
835c758bc668a703,947,1235,288,1,23925903
8386d5afa6c1ff6b,728,956,228,1,23869111
8380c082e89c4ad7,798,1159,361,1,42802725
